degree_id,course_id,course,done
809,6839,Applied Multivariate Methods,yes
809,5989,Business Intelligence,yes
809,5990,Data Management for Analytics,yes
809,12780,Data Mining and Advanced Statistical Methods,yes
809,12785,Machine Learning for Business Analysts,yes
809,11874,Culminating Project,yes
811,5991,"Data Wrangling, Visualization and Communication",yes
811,5992,Mathematical Models for Decision-Making,yes
811,13811,Law and Ethics for Business Analytics,yes
811,6839,Data Management for Business Analytics,yes
811,5989,Statistical Learning for Business,yes
811,12785,Big Data Tools for Analysis,yes
811,6239,Statistical Applications and Quantitative Methods,yes
811,11874,Applied Econometrics,yes
811,5991,Programming for Business Analytics,yes
811,5992,Boardroom Analytics,yes
813,13811,Data Visualization and Cognition,yes
813,4785,Data Visualization,yes
813,8113,Cognitive for Visualization,yes
813,4786,Data Analytics,yes
813,2247,Data Mining,yes
813,5244,Practical Experience,yes
813,1967,Intern in Visual Analytics,yes
813,1968,Project in Visual Analysis,yes
813,6830,Internship,yes
813,9807,Practicum,yes
813,10284,Research Seminar,yes
816,4988,Statistical Methods,yes
816,4989,Data Mining and Data Analysis,yes
816,4987,Regression Methods,yes
816,12248,Optimization Models,yes
816,699,Statistical Computing,yes
816,692,Advanced Statistical Methods,yes
816,693,Big Data Analytics,yes
816,700,Model Analysis,yes
816,11266,Forecasting and Time Series,yes
816,8964,Data Analytics Capstone I,yes
816,11258,Data Analytics Capstone II,yes
818,11804,Statistical Programming,yes
818,6591,Modern Applied Statistics I,yes
818,6989,Modern Applied Statistics II,yes
819,5462,Advanced Systems Analysis and Design,yes
819,8081,Advanced Database Management,yes
819,11605,Distributed Information Systems,yes
819,1288,Analytical Methods for Business,yes
820,8080,Graduate Research Methods,yes
820,6631,Regression,yes
823,8082,Advanced Programming Concepts,yes
823,5475,Data Base Management Systems,yes
823,6631,Computer Networking,yes
823,7115,Information & Networking Security,yes
825,11252,Introduction to Data Management,yes
825,2637,Predictive Analytics,yes
825,1532,Optimization Methods for Analytics,yes
825,1111,Integrative Analytics,yes
825,1112,Value and Decision Theory,yes
826,1113,Inventory Models and Supply Chain Management,yes
826,1114,Selected Issues in Economic Theory,yes
826,10797,Linear Programming,yes
826,10798,,yes
826,10799,Elements of Stochastic Processes,yes
826,10800,Dynamic Programming and Markov Decision Processes,yes
826,9943,Foundations of Optimization,yes
826,9944,Regression and Generalized Linear Models for Business,yes
826,10801,,yes
826,10802,Summer Research Paper,yes
826,10189,Current Research in Operations management,yes
826,6750,,yes
826,10803,Queuing and Stochastic Networks,yes
826,10805,Metwork Flows and Combinatorial Optimization,yes
826,10804,,yes
826,8140,Communication for Doctoral Students: Foundations of Academic Writing,yes
826,10374,Communication for Doctoral Students: Succeeding as a Teacher,yes
827,10375,Statistical Programming,yes
827,10376,Linear Models and Forecasting,yes
827,10377,Predictive Modeling with Big Data,yes
827,10378,Introduction to Statistical Data Mining,yes
827,10379,Practical Data Science,yes
828,10380,Statistical Programming,yes
828,10381,Applied Statistical/Biostatistical Methods,yes
828,10382,Predictive Modeling with Big Data,yes
828,10383,Introduction to Statistical Data Mining,yes
828,10384,Practical Data Science,yes
830,10385,Introduction to Data Analytics,yes
830,11368,Best Practices in Data Management,yes
830,1700,,yes
831,2814,Introduction to Statistics for Data Science,yes
831,5243,Foundations of Working with Data,yes
831,5260,Data Mining & Machine Learning,yes
831,8870,Predictive Modeling I,yes
831,4925,Databases,yes
831,5413,Communicating with Data: Visualization and Presentation,yes
831,9501,Predictive Modeling II,yes
831,8665,Capstone I,yes
831,5244,Capstone II,yes
832,12839,Database Management Systems and Design,yes
832,2274,Data Analytics and Visualization,yes
832,12820,Big Data Engineering,yes
832,1687,Big Data Management,yes
833,11358,Statistical Methods for Decision Making,yes
833,2508,Spreadsheet Modeling and Data Visualization,yes
833,5389,,yes
833,5499,Applied Advanced Business Statistics,yes
833,11456,,yes
833,5152,Data Analytics and Visualization,yes
833,5498,,yes
833,11143,,yes
833,5500,Data Management Systems and Design,yes
833,5501,,yes
833,11433,Big Data Management,yes
834,11434,Data Warehousing,yes
834,11435,Data Mining,yes
834,12554,Information Technology,yes
834,3847,Statistical Models,yes
834,12579,Predictive Analytics,yes
834,9393,Machine Learning,yes
834,12600,Statistical Methods,yes
834,12606,Fundamentals of Big Data Analytics,yes
834,3848,Data Mining and Machine Learning,yes
834,9430,Programming for Big Data Analytics,yes
834,12633,Applied Machine Learning,yes
834,9436,Big Data Warehousing,yes
834,9437,Data Visualization,yes
834,12542,Internet Protocols and Network Security,yes
834,12544,Big Data Analytics Applications,yes
834,12548,Big Data Analytics Capstone,yes
836,8372,Data Visualization,yes
836,8380,Data and Text Mining,yes
836,8381,Predictive Analytics,yes
836,11538,Optimization and Simulation Models,yes
836,11447,Business Analytics Capstone/Industry Practicum,yes
836,11448,Business Foundation,yes
836,1361,Introduction to Business Analytics,yes
836,5196,Management Fundamentals,yes
836,3503,Management of Information Assets,yes
837,7897,Data Analysis & Visualization Technology for Decision Making,yes
837,7742,Data Science & Knowledge Discovery in Engineering Management,yes
837,7741,Informatics for Engineering Management,yes
837,8349,Decision & Risk Analysis,yes
838,8350,Introduction to data science and analytics,yes
838,8352,Data exploration,yes
838,6024,Data gathering and warehousing,yes
838,7186,Data Visualization,yes
838,8356,Data Analysis and Operations Research,yes
838,12137,Machine Learning,yes
838,8351,,yes
838,6026,Case Studies in Analytics,yes
838,8355,Data Stewardship,yes
838,7188,,yes
838,13124,Communicating Data Stories,yes
838,13115,Data Practicum,yes
839,6023,Introduction to data science and analytics,yes
839,12137,Data exploration,yes
839,6025,Data gathering and warehousing,yes
839,8357,Data Visualization,yes
839,13124,Data Analysis and Operations Research,yes
839,2612,Machine Learning,yes
839,2615,Case Studies in Analytics,yes
839,13192,Data Stewardship,yes
839,12199,Communicating Data Stories,yes
839,12201,Data Practicum,yes
840,12202,Data Analytics,yes
840,12205,Solving Business Problems Using Advanced Excel,yes
840,12196,Data Management and Modeling,yes
840,12198,Enterprise Data Management,yes
840,12201,Data Warehouse and Business Intelligence,yes
840,12202,Predictive Analytics,yes
840,12205,"You As a Leader: Self-Awareness, Feedback, and Decision-Making",yes
841,8251,Modern Computing for Mathematicians,yes
841,7603,Topological Data Analysis I,yes
841,12568,Topological Data Analysis II,yes
841,7023,Optimization Methods and Nonlinear Programming,yes
841,7024,Machine Learning,yes
841,7025,Introduction to Theory of Statistics I,yes
841,7026,Applied Statistics,yes
841,7027,Nonparametric Statistics,yes
842,7028,Intro Machine Learning,yes
842,7029,Intro Theoretical Statistics,yes
842,7030,Intro Theoretical Statistics,yes
842,7031,Design of Experiments,yes
842,11885,Bayesian Statistics,yes
842,11887,Special Topics: Bayesian Methods in Engineering Applications,yes
842,11889,Big Data,yes
842,11890,Big Data/Machine Learning,yes
842,12846,Data-Oriented Computing for Mathematicians,yes
842,12099,Introduction to Parallel and Distributed Processing,yes
842,12134,Data Intensive Computing,yes
842,1661,High Performance Computing,yes
842,13122,High Performance Computing,yes
843,5162,Data Administration Concepts and Database Management,yes
843,14068,Introduction to Data Science,yes
843,6699,Data Analytics,yes
843,5247,Big Data Analytics,yes
843,12135,Data Analysis and Decision Making,yes
843,2265,Business Analytics,yes
843,5404,Accounting Analytics,yes
843,5254,Marketing Analytics,yes
843,7925,Financial Analytics,yes
843,12857,Principles of Management Science,yes
843,11164,Linear Statistical Models I: Regression Models,yes
843,8859,Time Series Modeling and Analysis,yes
843,12843,Cloud Management,yes
843,6990,Information Policy,yes
843,5268,Introduction to Information Security,yes
843,11357,Scripting for Data Analysis,yes
843,1696,Natural Language Processing,yes
843,2276,Information Visualization,yes
843,5387,Data Warehouse,yes
843,8068,Text Mining,yes
844,2252,"Analysis and Decision Making, and Business Analytics .",yes
847,2253,Computational Probability and Statistics,yes
847,10340,Probability Theory I,yes
847,10341,Statistical Business Analytics,yes
847,10344,Biostatistics,yes
847,10345,Mathematical Concepts in Computing II,yes
847,10346,Linear Algebra,yes
847,2809,Linear Algebra with Computer Lab,yes
847,10335,Differential Equations with Linear Algebra,yes
847,9808,Principles of Data Science,yes
847,10339,Foundations of Machine Learning,yes
848,6456,Programming Techniques,yes
848,6457,Design and Analysis of Algorithms,yes
848,6458,Machine Learning,yes
848,13175,Operating Systems,yes
848,6043,Principles of Data Management,yes
848,6044,Computer Architecture,yes
849,6045,Advanced Business Analytics,yes
849,6046,"Data: Care, Feeding, and Cleaning",yes
849,6047,Decision Models: From Data to Decisions,yes
849,6048,Experiments: Knowledge by Design,yes
849,13106,Quantitative Methods for Business,yes
849,6049,Statistical Learning and Data Mining,yes
849,6050,Visualization: The Art of Numbers and the Psychology of Persuasion,yes
850,13108,Knowledge Breadth,yes
850,6051,"Political, social, legal, ethical, and security issues related to data issues",yes
850,6052,"Entrepreneurship, leadership, and management",yes
850,6043,Knowledge Specialization for Domain Science,yes
850,6044,Health and Biological Sciences,yes
850,6045,Advanced Manufacturing,yes
850,6046,Materials Science,yes
850,6047,Environmental and Climate Science,yes
850,6048,Transportation Science,yes
850,6049,National Security,yes
850,6050,Urban Systems Science,yes
852,6051,Fundamentals of Computer Science,yes
852,6052,Data Structures and Program Design,yes
852,11794,Software Design and Development,yes
852,8442,Introduction to Operating Systems,yes
852,8443,Data Structures,yes
852,8444,Digital Logic and Introduction to Computer Hardware,yes
852,8445,,yes
852,8446,Fundamentals of Computer Science,yes
852,11795,Structuring Programs and Data,yes
852,9074,Computing Systems,yes
852,1053,,yes
852,1054,Theory of Computer Programming Languages,yes
852,1057,Design and Analysis of Computer Algorithms,yes
852,1058,Introduction to Parallel Algorithms,yes
852,1048,Model Analysis and Simulation,yes
852,1050,Advanced Computer Networks,yes
852,1051,Advanced Computer Architecture,yes
852,4826,Advanced Topics in Systems Software,yes
852,12187,Programming Languages for Advanced Data Analytics,yes
852,12188,Principles of Data Analytics,yes
852,12191,Introduction to Machine Learning,yes
852,12193,Data Visualization and Exploration,yes
852,8883,,yes
852,4839,,yes
852,4840,Introduction to Probability and Statistics,yes
852,10551,Mathematical Statistics,yes
852,4824,Introduction to Biostatistics,yes
852,4827,Applied Statistical Methods,yes
852,2996,Mathematics of Interest,yes
852,2997,,yes
852,8513,Prescriptive Analytics,yes
852,8515,Data Mining and Analytics,yes
852,8517,Advanced Data Analytics,yes
852,8518,,yes
852,9700,Seminar in Environmental Ethics,yes
852,11831,Geographic Information Systems,yes
852,1139,,yes
852,8956,,yes
852,6745,Decision Making and Optimization Techniques,yes
852,11832,Reliability Engineering,yes
852,9012,Advanced Engineering Economy,yes
852,9013,Technical Innovation,yes
852,8504,,yes
852,8505,Advanced Database and Database Security,yes
852,8506,Advanced Biometrics and Cryptography,yes
852,8512,Advanced Information Security Management,yes
852,8514,Computer Network Security,yes
852,8519,System Vulnerability Analysis and Auditing,yes
852,8520,Computer Forensics,yes
852,8521,,yes
852,1527,,yes
852,3490,,yes
852,11303,,yes
853,12822,Measurement and Analysis for Business Decision Making,yes
853,2398,Evidenced-based Management,yes
853,9500,Data Warehousing and Business Intelligence,yes
853,8719,Principles of Business Data Mining,yes
853,8723,Business and Economic Forecasting,yes
853,5609,Data Science: A Programming Approach,yes
853,11262,Business Analytics Capstone Project,yes
855,6917,Computer Science I,yes
855,11371,Computer Science II,yes
855,5576,Discrete Structures,yes
855,8859,Algorithm Analysis and Data Structures,yes
855,10772,Operating Systems Concepts,yes
855,11261,,yes
856,3498,Applied Econometrics and Time Series Analysis,yes
856,1301,Database Foundations for Analytics,yes
856,5428,Business Analytics With SAS,yes
856,5519,Business Analytics With R,yes
856,6648,Predictive Analytics Using SAS,yes
856,11574,Prescriptive Analytics,yes
856,12837,Statistics and Data Analysis,yes
856,13943,Statistics for Data Science,yes
856,8627,Organizing for Business Analytics: A Systems Approach,yes
856,11107,Programming for Data Science,yes
856,6529,Applied Machine Learning,yes
856,8631,Big Data,yes
856,7282,Advanced Business Analytics With R,yes
857,1344,Knowledge Mining,yes
857,9104,Data Management for Social Science Research,yes
857,6535,Information Management,yes
857,13828,Survey Research,yes
857,10580,Satellite Surveying Techniques,yes
857,13892,Data Capture and Ground LiDAR,yes
857,3817,Remote Sensing Fundamentals,yes
857,3818,Geographic Information Systems Fundamentals,yes
857,3819,Advanced Geographic Information Systems,yes
857,3820,Advanced Remote Sensing,yes
857,3821,Public Opinion and Survey Research,yes
859,3808,Introduction to Statistical Analysis,yes
859,13818,Introduction to Data Mining,yes
859,3822,Graduate Seminar,yes
861,3823,Intermediate Biostatistics,yes
861,3824,Introduction to Data Science,yes
861,13786,Fundamentals of Data Analytics and Predictions,yes
861,3826,,yes
862,3828,Foundations of Biostatistics,yes
862,3830,Intermediate Biostatistics,yes
862,3833,Introduction to Data Science,yes
862,3836,Fundamentals of Data Analytics and Predictions,yes
863,3843,Data-Driven Decision Making and Design,yes
863,3844,Data Analytics Tools and Techniques,yes
863,3827,Data Analytics Visualization and Communication,yes
863,3829,Data Analytics Applications,yes
863,3834,Data Foundations,yes
863,3835,Big Data Technology,yes
863,11093,Data Analytics Algorithms I,yes
863,9473,Data Analytics Algorithms II,yes
863,9323,Data Analytics Practicum I,yes
863,9324,Data Analytics Practicum II,yes
864,9327,,yes
864,9328,Statistics for Data Science,yes
864,9342,Scripting Languages,yes
864,2780,,yes
864,9928,Database Concepts,yes
864,9929,Time Series Analysis,yes
864,9932,,yes
864,2343,Project Management,yes
864,6561,Business Intelligence,yes
864,6564,,yes
864,6565,Multivariate Analysis,yes
864,6480,Big Data Strategy,yes
864,6491,,yes
864,6492,Decision Theory and Business Analytics,yes
864,6493,Machine Learning,yes
864,6494,,yes
864,4979,Simulation & Optimization,yes
864,3831,Big Data Security,yes
868,3837,OPERATING SYSTEMS PRINCIPLES,yes
868,3838,DATABASE MANAGEMENT SYSTEMS I,yes
868,3840,ADVANCED DATA STRUCTURES AND ALGORITHM ANALYSIS,yes
868,3841,COMPUTER NETWORKS,yes
868,3842,DATA MINING,yes
868,11718,DATABASE MANAGEMENT SYSTEMS II,yes
868,11391,SECURITY AND INTERNET ALGORITHMS,yes
868,3845,SOCIAL NETWORK ANALYSIS,yes
868,3846,BIG DATA ANALYTICS,yes
869,1168,Introduction to Data Science,yes
869,8905,BiData Management,yes
869,8020,,yes
869,8021,Data Mining,yes
869,6179,,yes
869,8022,Machine Learning,yes
869,8023,,yes
872,4069,,yes
875,4076,Foundations of Analytics,yes
875,4077,Regression and Statistical Learning,yes
875,4083,Data Mining & Predictive Analytics,yes
875,4084,Business Analytics Practicum,yes
875,6862,Managing Data Analytics Projects,yes
875,1690,Business Decision Models,yes
875,5471,Enterprise Data Systems,yes
875,2776,Leading & Managing Analytics Organizations,yes
891,10844,Introduction to Business Analytics,yes
891,11174,Statistics and Predictive Analytics,yes
891,11228,Database Theory and Design,yes
891,12870,Introduction to Data Mining,yes
891,10886,Data Science and Big Data Analytics,yes
891,10902,Data Visualization,yes
891,11359,Capstone Project,yes
891,1696,Algorithms for Business,yes
891,2242,Business Applications of Text Analytics,yes
891,1300,Machine Learning for Business Applications,yes
891,8629,Analytical Decision Models I,yes
891,5245,Analytical Decision Models II,yes
873,7905,Probabilistic Systems Analysis,yes
873,13149,Introduction to Machine Learning and Data Mining,yes
873,7125,Big Data,yes
894,780,Applied Econometrics,yes
894,11620,Applied Data Science,yes
895,7081,Data Mining,yes
895,1335,Simulation and Modeling,yes
895,1366,Ethics in Information Technology,yes
895,11506,Information Management,yes
895,12492,Applied Econometrics,yes
895,12497,Statistics for Decision-Making,yes
895,12435,Core Applications in Computational Science,yes
895,10992,Computational Molecular Science,yes
895,10994,Business Analytics,yes
895,10996,Bioinformatics,yes
895,13797,Topics in Biostatistics,yes
895,10990,Computational Social Science,yes
895,10991,Applied Data Science,yes
895,10993,Mathematical Models of Infectious Disease,yes
895,10995,Numerical Weather Prediction,yes
895,4993,Capstone Experience,yes
895,4994,Internship,yes
895,4995,Research Project,yes
895,4996,Thesis Proposal,yes
895,8275,Evolutionary Algorithms,yes
895,8276,Scientific Visualization,yes
895,12208,Interactive Computer Graphics,yes
895,12218,Computational Linear Algebra,yes
895,4997,Topics in Analytics and Modeling,yes
895,4998,Advanced Topics in Analytics and Modeling,yes
895,13107,Independent Study,yes
895,8480,Computability and Computational Complexity,yes
895,8482,Advanced Geographic Information Systems,yes
895,13110,Natural Language Technologies,yes
895,8483,Dynamical Systems,yes
895,8486,Optimization,yes
895,6696,Game Theory,yes
895,8481,Partial Differential Equations,yes
895,8484,Numerical Analysis,yes
895,6697,Experimental Mathematics,yes
895,8487,Probability,yes
895,8478,Time Series Analysis,yes
895,12132,Stochastic Processes,yes
895,8477,Introduction to R,yes
895,8485,Introduction to SAS,yes
895,12133,Advanced Topics in Statistics ,yes
895,8488,"Experience in a data-focused programming language, such as Python, R, or SAS",yes
893,8479,Introduction to Data Science,yes
893,10773,Statistical Methods,yes
893,5481,Data Mining,yes
893,1321,Machine Learning,yes
893,3504,Data Visualization,yes
893,5255,Capstone,yes
898,5482,Principles of Complex Systems,yes
898,11879,Principles of Complex Systems,yes
898,12033,Modeling Complex Systems,yes
898,2248,Modeling Complex Systems,yes
898,10975,Data Science I,yes
898,10976,Data Science II,yes
899,11214,Leadership for the New Accounting Professional,yes
899,10977,Taxes and Business Strategics in Financial Reporting & Fraud,yes
899,11214,Advanced Topcounting Systems & Controls,yes
899,10978,"Data Models, Data Analysis, and Visualization",yes
899,11185,Advanced Topics in Auditing,yes
899,13677,,yes
899,6240,Negotiations,yes
899,3353,Performance Measurement & Business Risk Management,yes
899,3351,Valuation Issues in Accounting,yes
901,11530,Data Analytics I,yes
901,11535,Data Analytics II,yes
901,11529,Advanced Machine Learning,yes
909,11531,Data Science Analytics,yes
909,11533,Data Science Strategy & Leadership,yes
909,11528,Computing Platforms for Data Science,yes
909,11532,Data Science and Business Analytics Practicum,yes
913,11534,Social Research,yes
913,8267,Research Methods for Public Administration,yes
913,8268,Planning and Evaluation,yes
913,8265,Public Policy Analysis and Evaluation,yes
913,8266,Qualitative Research,yes
913,8270,Institutional Ethnography,yes
913,8269,Managing Data,yes
913,8271,Advanced Statistics for Sociology,yes
913,10265,Research Methods for Public Administration,yes
913,10264,Introduction to GIS and Mapping Science,yes
913,10267,School-Based Research Methods,yes
913,10697,Business Forecasting,yes
913,10698,Econometrics and Analytics,yes
913,10650,Research Methods,yes
914,12843,Foundations of Business Intelligence,yes
914,5254,Ethics and Data Collection,yes
914,8859,Data Management,yes
914,5387,Business Statistical Methods I & II,yes
914,2944,Business Data Mining,yes
914,1687,Decision Sciences & Analytics,yes
914,1680,Business Simulation Modeling,yes
914,1468,Business Data Visualization,yes
914,4061,Business Analytics Practicum,yes
916,8547,Fundamentals of Data Analytics,yes
916,8548,Statistics for Data Analysis,yes
916,1689,Data Mining and Analytics I,yes
916,12885,Data Mining and Analytics II,yes
916,3600,Programming in Python,yes
916,1471,R for Data Analysts,yes
916,1475,Advanced Data Visualization,yes
916,1476,SAS Programming I: Fundamentals,yes
916,1477,SAS Programming II: Business Analysis Applications,yes
916,1478,Data Analytics Graduate Capstone,yes
916,6180,SQL for Data Analysis,yes
919,9332,Applied Linear Models,yes
919,9767,Computer Based Data Analysis,yes
919,2958,Machine Learning,yes
919,1479,SAS Programming,yes
919,1482,Database Systems,yes
919,13423,Data Science Masters Project,yes
920,1469,Calculus for Business Analytics,yes
920,1470,Stastics,yes
920,1472,Business Analytics for Decisions,yes
920,1473,Data Warehousing and Data Mining,yes
920,1474,Economics Models,yes
920,1480,Multivariate Statistics,yes
920,1481,Machine Learning,yes
920,4113,Capstone-Integrated Experiential Practicum,yes
921,7057,Foundations of Data Science,yes
921,8549,Statistical Methods,yes
921,9330,Programming for Data Science,yes
921,9333,Data Warehousing,yes
921,9334,Big Data: High-Performance Computing,yes
921,9341,Communicating About Data,yes
921,9378,Data Mining and Machine Learning,yes
921,9379,Visualization and Unstructured Data Analysis,yes
921,12484,Ethics of Data Science,yes
921,12493,Prescriptive Analytics,yes
921,12494,Data Science and Strategic Decision-Making,yes
921,12509,Capstone,yes
905,12514,Analytics Strategy & Big Data Management,yes
905,12535,Business Analytics,yes
905,6637,Applied Regression Models,yes
905,11260,Business Process & Workflow Analysis,yes
905,11259,Analytical Decision Making,yes
905,10303,Data Mining,yes
905,10302,Text Mining,yes
905,11548,Applied Project: Digital Transformation Lab I,yes
905,5355,Applied Project: Digital Transformation Lab II,yes
905,8843,Applied Project: Digital Transformation Lab III,yes
905,8845,Applied Project: Digital Transformation Lab,yes
917,8846,Applied Data Mining for Business Decision Making,yes
917,8848,Statistical Software for Data Management and Decision Making,yes
917,8849,Data Visualization for Analytics,yes
917,12130,Management Science Techniques and Business Analytics,yes
917,8844,Categorical Data Analysis Using Logistic Regression,yes
917,8850,Predictive Analytics and Time Series Forecasting,yes
922,8851,Introduction to Bioinformatics,yes
922,4359,Medical Image Analysis,yes
922,4360,Health Informatics,yes
922,4128,Introduction to Biostatistics,yes
923,13200,Design Challenges of Wicked Data Problems,yes
923,13199,Advanced Statistics and Modeling,yes
923,13202,Data Mining,yes
923,13201,"Descriptive, Predictive and Prescriptive Analytics",yes
923,13203,Data Visualization,yes
923,13204,Marketing Analytics,yes
923,13205,Case Studies I: The Power and breadth of analytics,yes
923,13206,Data Driven Decisions,yes
923,13207,Case Studies II : Targeted Applications of Analytics,yes
923,13208,Analytics Capstone I ,yes
923,13209,Analytics Capstone II ,yes
923,5323,Analytics Capstone III ,yes
923,5361,Analytics Capstone,yes
924,3530,Scientific Visualization ,yes
924,5324,Cloud Computing ,yes
924,3865,Parallel Programming for Many-Core GPUs ,yes
924,11109,Advanced Database Systems ,yes
924,3866,Information Retrieval ,yes
924,11110,Advanced Data Mining ,yes
924,12022,Metadata Representation Languages ,yes
924,12023,Advanced Topics in Semantic Web ,yes
924,3864,Machine Learning ,yes
924,12021,Special Topics in Computer Science ,yes
925,11109,Marketing Strategy,yes
925,7062,Business Statistics,yes
925,6233,,yes
927,6195,Analytics Programming,yes
927,6196,Computational Math and Statistics,yes
927,11455,Project Management for Data Science,yes
927,2619,Business Modeling and Data Analysis,yes
927,2620,Structured Data Management,yes
927,2621,Visual Design and Storytelling,yes
927,2622,Capstone,yes
928,2623,,yes
928,2624,Applied Managerial Statistics,yes
928,2625,Management Information Systems,yes
928,2626,Database and Big Data,yes
928,2627,Analytics Foundation,yes
928,6992,Business Insights through Analytics,yes
928,12882,Predictive Analytics,yes
928,5262,Business Intelligence,yes
928,5263,Capstone,yes
928,11363,Analytics Practicum I,yes
928,11579,Analytics Practicum II,yes
928,1322,Functional Specialization or Background,yes
928,11790,Functional Specialization,yes
928,11791,Accounting Forensics,yes
928,5172,Forensic Accounting: Fraud Examination and Litigation Support,yes
928,12139,Financial Statement Analysis,yes
928,5681,Advanced Forensic Accounting and Fraud Investigation,yes
928,5683,Accounting Information Systems,yes
928,5691,Ethics in Business and Accounting,yes
928,5692,Financial Accounting,yes
928,5693,Contemporary Assurance and Audit Services,yes
928,5696,Advanced Auditing and Professional Practice,yes
928,12617,Financial Management,yes
928,12534,Financial Analysis of the Firm: Concepts and Applications,yes
928,4127,Biostatistics,yes
928,12643,Applied Multivariate Analysis,yes
928,4095,Analysis of Categorical Data,yes
928,12653,Regression,yes
928,1895,Introduction to Survey Sampling,yes
928,1897,Advanced Biostatistics,yes
928,1925,Statistical Machine Learning,yes
928,1926,Computational Statistics,yes
928,1927,Regression,yes
928,1928,Statistical Software,yes
928,1929,Statistical Machine Learning,yes
928,1930,IT Consulting,yes
928,5715,Organizational and Social Network Analytics,yes
928,5716,Organizational and Social Network Analytics,yes
928,5717,Business Process Analysis,yes
928,5718,Project Management,yes
928,5719,Cybersecurity Risk Management,yes
928,5720,Cybersecurity Governance,yes
928,5721,Marketing,yes
928,5722,Marketing Management,yes
928,5723,Understanding the Marketplace and Consumer,yes
928,5724,Digital Advertising and Search Engine Marketing,yes
928,5725,Managing Digital Brand Identities,yes
928,5726,Data Driven Marketing and Customer Management,yes
928,8118,New Product Management,yes
928,9762,Research for Marketing Decisions,yes
928,7289,Quantitative Financial Analysis I,yes
928,8123,Quantitative Methods in Finance,yes
928,1592,Managerial Economics and Corporate Strategy,yes
928,1593,Financial Management,yes
928,1594,Financial Modeling,yes
928,1595,Quantitative Financial Analysis II,yes
928,1596,Financial Management,yes
928,1597,Financial Modeling,yes
928,1598,Quantitative Methods in Finance I,yes
928,1599,Quantitative Methods in Finance II,yes
930,1600,Rigorous curriculum with real-world relevance,yes
930,1601,"Internal Controls, Audit and Fraud Prevention and Detection",yes
930,1602,Generating Audit Analytics Using Accounting Information Systems,yes
930,1603,Advanced Auditing,yes
930,1604,Professional Accounting Research,yes
930,3044,Statistics for Accounting Analytics,yes
930,3045,Shareholder Value Creation and Financial Statement Analysis,yes
930,4203,Innovations with Auditing Technologies,yes
930,4321,Business Data Visualization,yes
930,4329,Corporate Governance and Sustainability,yes
930,4324,Data Mining I,yes
931,4331,Predictive Modeling I,yes
931,4332,Predictive Modeling II,yes
931,4334,Enterprising Management of the Big Data Environment,yes
931,4340,Tech Aspects of Big Data,yes
931,10256,Communicating Quantitative Results in Business,yes
931,12391,Telecommunications Management,yes
931,13833,Advanced Programming Application Development,yes
931,11765,Project Management,yes
931,11766,Business Applications with Open Source Software,yes
931,11767,Advanced Object-Oriented and Internet Programming,yes
931,11768,Security and Information Assurance,yes
931,11769,Information Risk Analysis,yes
931,11770,Directed Studies,yes
931,1573,Special Problems,yes
931,3486,Information Systems Analysis and Design,yes
931,11386,Advanced Database Management Systems Projects,yes
931,2849,Advanced Management Information Systems,yes
931,12977,MMIS Project,yes
934,13935,Innovation Immersion,yes
934,2944,Innovation,yes
934,3601,Foundations for Innovation,yes
934,8571,Organizational Behavior,yes
934,8572,Business Analytics,yes
934,8581,Financial and Managerial Accounting,yes
934,1565,Global Economy,yes
934,8573,Legal and Regulatory Environment,yes
934,8574,Processes for Innovation,yes
934,8578,Marketing Systems and Processes,yes
934,2947,"Financial Analysis, Reporting, and Metrics",yes
934,8633,Strategies for Innovation,yes
934,8634,Leadership and Managing People,yes
934,6978,Applied Strategic Thinking,yes
934,6977,International Management Requirement,yes
934,1153,International Business Experience,yes
934,1187,International Business Seminar,yes
934,1191,Finance Emphasis,yes
934,1192,Business Valuation,yes
934,1186,Investment Analysis,yes
934,1188,Special Topics in Finance,yes
934,1189,MBA Project,yes
934,1190,Marketing Emphasis,yes
934,1193,Buyer Behavior,yes
934,6754,Special Topics in Marketing,yes
934,6755,MBA Project,yes
934,2396,Innovation Emphasis,yes
934,12775,Applied Consulting,yes
934,12776,Small Business Management,yes
934,12781,Special Topics in Business,yes
934,12777,MBA Project,yes
934,12782,Management Emphasis,yes
934,12784,Project Management,yes
934,3491,Negotiations,yes
934,12781,Corporate Governance,yes
934,12783,Reel Business for Real Leaders,yes
934,12784,Special Topics in Business,yes
934,8551,MBA Project,yes
934,8575,,yes
934,341,"Database Management Systems, Big Data and Analytics",yes
934,8576,Analytics Project Design and Implementation,yes
935,8577,,yes
935,8579,Managerial Statistics,yes
935,8580,Economic Environment of the Firm,yes
935,8969,Marketing Management,yes
935,10277,Accounting for Decision-Making,yes
935,10278,Financial Statement Analysis for Decision-Making,yes
935,10279,Strategic Information Technology Alignment,yes
935,10280,Business Process Management,yes
935,10281,Leading Responsibly,yes
935,10282,Global Strategy,yes
935,10283,Designing for the Value Chain,yes
935,11569,"Law, Ethics and Social Responsibility",yes
935,6752,,yes
935,6753,,yes
935,6754,,yes
935,6756,,yes
935,11570,,yes
935,6754,,yes
935,6756,,yes
935,6757,,yes
937,6758,,yes
937,11757,,yes
937,8055,,yes
937,7044,,yes
937,1294,Introduction to Programming,yes
937,11324,Calculus 1,yes
937,12880,Introduction to Wellbeing,yes
