degree_id,quote_id,course
550,794,
550,794,STAT6/7000 -Level Course 1 • STAT6/7000 -Level Course 2 • A COMP or Other Elective Course at the 6/7000 -Level Capstone Experience: 3 Credit Hours Data Engineering Option • COMP7980 Capstone Engineering Project Data Science Option • STAT7940 Capstone Project
556,1203,DSC 500 Introduction to Data Science (3 Credits)
556,1203,
556,1203,"This course introduces the possibilities, history, and ethics surrounding Data Science. Basics of data science are explored, including vocabulary, programming languages, big data frameworks, visualization, and statistics. Prior programming experience is not needed for this course."
556,1203,
556,1203,DSC 510 Introduction to Programming (3 Credits)
556,1203,
556,1203,"This course introduces the Python programming language as a tool to clean, slice, and build tools to analyze an existing dataset. Basic principles of programming are explored as well as techniques for configuring a computer for data science work. Prerequisite: Recommend DSC 500"
556,1203,
556,1203,DSC 520 Statistics for Data Science (3 Credits)
556,1203,
556,1203,"The R programming language and software environment is commonly used for to explore all types of data. Using R, students perform statistical tests on the data. Report writing and presentation of data are introduced. Prerequisite: Recommend DSC 500"
556,1203,
556,1203,DSC 530 Data Exploration and Analysis (3 Credits)
556,1203,
556,1203,This course introduces complex techniques needed for profiling and exploring data. Students use programming and statistics-based inference to ask and answer insightful questions of data. Prerequisite: Recommend DSC 510 and DSC 520
556,1203,
556,1203,DSC 540 Data Preparation (3 Credits)
556,1203,
556,1203,"Much like life, the data humans produce is infinitely variable in its structure, presentation, and scale. This course prepares students for this infinite variety of data. Students use Python, SQL, and other tools to acquire, prepare, clean, and automate dataset creation. Prerequisite: DSC 510 or equivalent and recommend DSC 530"
556,1203,
556,1203,DSC 550 Data Mining (3 Credits)
556,1203,
556,1203,"Data can often contain patterns and anomalies that only emerge at large scale. In this course, students explore techniques to mine and analyze large datasets to discover useful knowledge. Text mining, unstructured data, social networks, and other types of unsupervised data mining methods for data science are included. Prerequisite: Recommend DSC 540"
556,1203,
556,1203,DSC 630 Predictive Analytics (3 Credits)
556,1203,
556,1203,"This course assembles topics covered in previous courses into an applied project. Students have the opportunity to find, clean, analyze, and report on a project they define. Advanced methods of analysis using Python and R allow students to delve deeper into their projects. Prerequisite: DSC 540 or equivalent and recommend DSC 550"
556,1203,
556,1203,DSC 640 Data Presentation and Visualization (3 Credits)
556,1203,
556,1203,"Data scientists should be great storytellers, whether using visual, text, or other means. In this course, students explore the basic storytelling components of data science and apply them to different types of data for different types of clients and audiences. Presentation techniques, language use for different audiences, and visualization tools techniques are included. Prerequisite: Recommend DSC 630"
556,1203,
556,1203,DSC 650 Big Data (3 Credits)
556,1203,
556,1203,"This course covers the fundamentals of data infrastructure and how technologies fit together to form a process, or pipeline, to refine data into usable datasets. This course focuses on building a predictive modeling pipeline used by the various types of projects that are called, “big data.” Prerequisite: Recommend DSC 540"
556,1203,
556,1203,DSC 680 Applied Data Science (3 Credits)
556,1203,
556,1203,"In the final course of the Data Science program, students will conduct several data science projects from origin-to-presentation. Students will gather data, then prepare, clean, analyze, and present their analysis to an audience. Prerequisite: Completion of all other required DSC courses"
555,526,APPLIED DATA SCIENCE COMMON CORE (5 COURSES):
555,526,
555,526,ADS521 FOUNDATIONS OF DATA SCIENCE
555,526,
555,526,ADS534 STATISTICAL MODELING
555,526,
555,526,ADS637 DATA EXPLORATION AND VISUALIZATION
555,526,
555,526,ADS638 DATABASE SYSTEMS
555,526,
555,526,ADS670 CASE ANALYSIS CAPSTONE
555,526,
555,526,GENERALIST TRACK COURSES:
555,526,
555,526,ADS522 DATA ANALYTICS I
555,526,
555,526,ADS523 DATA ANALYTICS II
555,526,
555,526,ADS525 MACHINE LEARNING I
555,526,
555,526,ADS526 MACHINE LEARNING II
555,526,
555,526,(DETAILED DESCRIPTIONS)
555,526,
555,526,SPECIALIST TRACK COURSES:
555,526,
555,526,ADS532 PROBABILITY FOR DATA ANALYTICS
555,526,
555,526,ADS533 STATISTICAL INFERENCE FOR DATA ANALYTICS
555,526,
555,526,ADS635 DATA MINING I
555,526,
555,526,ADS636 DATA MINING II
555,526,
555,526,(DETAILED DESCRIPTIONS)
555,526,
555,526,"ELECTIVES (CHOOSE 3): ADS650 TIME SERIES ANALYSIS, ADS652 TEXT MINING, ADS654 DEEP LEARNING, OR ANY OTHER GRADUATE LEVEL COURSES FROM OTHER PROGRAMS AS APPROVED BY THE ADS PROGRAM DIRECTOR"
561,338,3 COURSES | 12 CREDITS
561,338,
561,338,"These courses will intensively cover the fundamentals of programming and data analysis. You’ll learn the importance of data-driven business decision-making, summary statistics, data architecture, data cleaning, and more in your three summer courses."
561,338,
561,338,Basic Quant Methods
561,338,
561,338,"Importance of data-driven business decision-making, summary stats, regression, probability, Excel"
561,338,
561,338,Programming 1 (R or Python plus tools)
561,338,
561,338,"Programming, IDEs/Source control/Tools, Choosing analytics tools, Data Architecture"
561,338,
561,338,Data and Databases
561,338,
561,338,"SQL, NoSQL, Data cleaning, data architectures"
561,338,
561,338,Fall (intensive)
561,338,
561,338,4 COURSES | 12 CREDITS
561,338,
561,338,"These four courses will build upon your knowledge of programming from the summer, as well as touching on important concepts like data cleaning and munging, advanced regression, text and data mining, and supervised/predictive methods."
561,338,
561,338,Programming 2
561,338,
561,338,"Combining programming and databases, data cleaning and munging, visualization"
561,338,
561,338,Causal Methods
561,338,
561,338,"Advanced Regression, Instrumental variables, diff-in-diff"
561,338,
561,338,Predictive Methods
561,338,
561,338,Supervised/Predictive Methods (ML)
561,338,
561,338,Unstructured Methods
561,338,
561,338,Unsupervised Methods (ML); Text and data mining
561,338,
561,338,Winter (intensive)
561,338,
561,338,1 COURSE | 3 CREDITS
561,338,
561,338,Your winter intensive course will consider both data in business and the legal and ethical considerations of business.
561,338,
561,338,Data in Business
561,338,
561,338,"Data in Business, Legal and Ethical considerations"
561,338,
561,338,Spring
561,338,
561,338,4 COURSES | 12 CREDITS
561,338,
561,338,These courses will focus on the challenges businesses face in the following areas. You will use skills learned in the Fall semester to work on problem sets within the business context. The classes will be built around problem sets and/or projects. Another important component of this semester will be the capstone project which will use curated real-world problems/data.
561,338,
561,338,Topics in Marketing Analytics
561,338,
561,338,Topics in Operations and Supply Chain Analytics
561,338,
561,338,Topics in FE/AC Analytics
561,338,
561,338,Topics in HR Analytics
561,338,
561,338,Ongoing Courses (Fall & Spring)
561,338,
561,338,2 CREDITS
562,2059,Required Courses (16 credits)
562,2059,
562,2059,BUS 215f Python and its Application to Business Analytics
562,2059,
562,2059,BUS 211f Big Data I
562,2059,
562,2059,BUS 212a Big Data II
562,2059,
562,2059,BUS 240f Information Visualization
562,2059,
562,2059,BUS 241f Machine Learning and Data Analysis for Business and Finance
562,2059,
562,2059,ECON 213a Applied Econometrics with R
562,2059,
562,2059,
562,2059,
562,2059,Group 1: Core Courses (4 credits required)
562,2059,
562,2059,BUS 256a Marketing Analytics
562,2059,
562,2059,BUS 276a Business Dynamics
562,2059,
562,2059,ECON/FIN 250a Forecasting in Economics and Finance
562,2059,
562,2059,
562,2059,
562,2059,Group 2: Electives (8 credits required)
562,2059,
562,2059,BUS 253a Marketing Research
562,2059,
562,2059,BUS 257f Social Media & Analytics
562,2059,
562,2059,BUS 259f Digital Marketing
562,2059,
562,2059,BUS 272a Operations Management
562,2059,
562,2059,BUS 274f Supply Chain Analytics
562,2059,
562,2059,BUS 286a Applications of System Dynamics
562,2059,
562,2059,BUS 297a Internship in Business Analytics
562,2059,
562,2059,ECON 311a Advanced Econometrics I
562,2059,
562,2059,ECON/FIN 243a: Technolgical Rivalry
562,2059,
562,2059,FIN 203a Investments\Corp Fin OR Fin 201a Investments
562,2059,
562,2059,FIN 217f Corporate Financial Modeling
562,2059,
562,2059,FIN 218f Portfolio Financial Modeling
562,2059,
562,2059,FIN 234a: Social Impact Investing
562,2059,
562,2059,FIN 285a Computer Simulation & Risk Analysis
562,2059,
562,2059,RPJM 101 Foundations of Project Management
564,335,2 credits on mathematical and statistical foundations (DATA 1010)
564,335,
564,335,"2 credits on computational science (DATA 1030, 1050)"
564,335,
564,335,1 credit on societal implications and opportunities (DATA 2080)
409,668,BUS MGMT 709 Predictive Analytics for Managers
409,668,
409,668,Electives Courses (12 credits)
409,668,
409,668,Students choose at least four of the following:
409,668,
409,668,BUS ADM 713 Business Forecasting Methods
409,668,
409,668,BUS ADM 741 Web Mining and Analytics
409,668,
409,668,BUS ADM 763 Marketing Analytics
409,668,
409,668,BUS ADM 769 Database Marketing
409,668,
409,668,BUS ADM 816 Business Intelligence Technologies & Solutions
409,668,
409,668,BUS MGMT 744 R Programming for Business Analytics
575,345,46-880 Introduction to Probability and Statistics (6 units)
575,345,
575,345,46-881 Programming in R and Python (6 units)
575,345,
575,345,46-882 Business Fundamentals for Analytics Professionals (6 units)
575,345,
575,345,46-883 Statistical Foundations of Business Analytics (6 units)
575,345,
575,345,46-884 Modern Data Management (6 units)
575,345,
575,345,46-885 Data Exploration and Visualization (6 units)
575,345,
575,345,46-886 Machine Learning for Business Applications 1 (6 units)
575,345,
575,345,46-887 Machine Learning for Business Applications 2 (6 units)
575,345,
575,345,46-888 Optimization for Prescriptive Analytics (6 units)
575,345,
575,345,46-889 Business Value Through Integrative Analytics (6 units)
575,345,
575,345,46-890 Managing Teams and Organizations (6 units)
575,345,
575,345,46-897 Business Communication for Analytical Decision Making (6 units)
575,345,
575,345,46-899 Capstone (12 units)
575,345,
575,345,ELECTIVE COURSES
575,345,
575,345,46-891 Mining Unstructured Data (6 units)
575,345,
575,345,46-892 Data Analytics in Finance (6 units)
575,345,
575,345,46-893 Operations and Supply Chain Analytics (6 units)
575,345,
575,345,46-894 Analytical Marketing (6 units)
575,345,
575,345,46-895 Exploring Causality in Depth (6 units)
575,345,
575,345,46-896 People Analytics (6 units)
546,2159,STAT 5003
546,2159,
546,2159,& STAT 5001L
546,2159,
546,2159,Statistical Methods
546,2159,
546,2159,and Statistics Methods Laboratory
546,2159,
546,2159,ESRM 6403
546,2159,
546,2159,Educational Statistics and Data Processing
546,2159,
546,2159,ISYS 5503
546,2159,
546,2159,Decision Support and Analytics
546,2159,
546,2159,PLSC 5913
546,2159,
546,2159,Research Methods in Political Science
546,2159,
546,2159,PSYC 5133
546,2159,
546,2159,Inferential Statistics for Psychology
546,2159,
546,2159,SOCI 5013
546,2159,
546,2159,Advanced Social Research
546,2159,
546,2159,Choose one of the following: 3
546,2159,
546,2159,STAT 5313
546,2159,
546,2159,Regression Analysis
546,2159,
546,2159,INEG 5393
546,2159,
546,2159,Applied Regression Analysis for Engineers
546,2159,
546,2159,PLSC 5943
546,2159,
546,2159,Advanced Research Methods in Political Science
546,2159,
546,2159,PSYC 5143
546,2159,
546,2159,Advanced Descriptive Statistics for Psychology
546,2159,
546,2159,SOCI 5313
546,2159,
546,2159,Applied Data Analysis
546,2159,
546,2159,Choose one of the following: 3
546,2159,
546,2159,STAT 5353
546,2159,
546,2159,Methods of Multivariate Analysis
546,2159,
546,2159,ISYS 5723
546,2159,
546,2159,Advanced Multivariate Analysis
546,2159,
546,2159,ESRM 6453
546,2159,
546,2159,Applied Multivariate Statistics
546,2159,
546,2159,Choose one of the following: 3
546,2159,
546,2159,STAT 4373
546,2159,
546,2159,Experimental Design
546,2159,
546,2159,INEG 5333
546,2159,
546,2159,Design of Industrial Experiments
546,2159,
546,2159,ESRM 6413
546,2159,
546,2159,Experimental Design in Education
546,2159,
546,2159,Total Hours 12
571,2352,Summer
571,2352,
571,2352,Foundations of Business Analytics (2 units)
571,2352,
571,2352,Statistics for Data Science (4 units)
571,2352,
571,2352,ProSeminar (0)
571,2352,
571,2352,Fall
571,2352,
571,2352,Foundations of Marketing (4 units)
571,2352,
571,2352,Data and Programming for Analytics (4 units)
571,2352,
571,2352,Business Intelligence for Analytics (4 units)
571,2352,
571,2352,Elective (4 units)
571,2352,
571,2352,ProSeminar (0 units)
571,2352,
571,2352,Winter
571,2352,
571,2352,Management Science for Analytics (4 units)
571,2352,
571,2352,Web and Social Analytics (4 units)
571,2352,
571,2352,Capstone Prep (0 units)
571,2352,
571,2352,Elective (8 units)
571,2352,
571,2352,ProSeminar (0 units)
571,2352,
571,2352,Spring
571,2352,
571,2352,Capstone Project (4 units)
571,2352,
571,2352,Electives (8 units)
571,2352,
571,2352,ProSeminar (0 units)
571,2352,
571,2352,BANA 200 Foundations of Business Analytics
571,2352,
571,2352,"This course will provide an overview of business analytics and the theory and practice underpinnings of the MSBA curricular tracks in data analytics, marketing analytics, and operations analytics. The course will also provide the students a working knowledge of the R programming language, including a coverage of how how R can be used for data visualization and graphics, data management, and basic statistics."
571,2352,
571,2352,BANA 201A Statistics for Data Science
571,2352,
571,2352,"Methods of statistical inference, emphasizing applications to administrative and management decision problems. Topics: classical estimation and hypothesis testing, regression, correlation, analysis of variance, decision analysis, and forecasting."
571,2352,
571,2352,BANA 201B Management Science for Analytics
571,2352,
571,2352,"An introduction to computer-based models for decision-making. Topics include optimization (linear programming, integer programming, network flows, quadratic programming, goal programming), Monte Carlo simulation, decision analysis, and heuristics for non-convex optimization. This course makes extensive use of optimization software, including Excel Solver and AMPL."
571,2352,
571,2352,BANA 205 Foundations of Marketing
571,2352,
571,2352,"Introduction to the field of marketing. Objectives include developing familiarity with fundamental concepts, theories, and techniques in marketing, and acquainting students with the type of decisions made by marketing managers including customer targeting, product, pricing, distribution, promotion, and research."
571,2352,
571,2352,BANA 211 ProSeminar
571,2352,
571,2352,"The ProSeminar courses are designed to hone career building skills, provide technology workshops and industry panel discussions, and generally prepare the students for a successful career in business analytics. During the Fall and Winter quarters, we will have guest speakers and panelists from various companies involved with business analytics, and in the Spring we focus on preparing for the CAP and aCAP certifications."
571,2352,
571,2352,BANA 212 Data and Programming for Analytics
571,2352,
571,2352,"The objective of this course is to challenge and teach students how to handle data that come in a variety of forms and sizes. This course guides students through the whole data management process, from initial data acquisition to final data analysis. Topics include: Python programming, data visualization, web crawling, data manipulation and querying, and natural language processing."
571,2352,
571,2352,BANA 273 Business Intelligence for Analytics
571,2352,
571,2352,"Introduces methods to mine data repositories for business intelligence to facilitate analytical decision-making. Topics include clustering for market segmentation, association rules to discover relationships between different purchase decisions, Naive-Bayes classification techniques for decision making using decision-trees."
571,2352,
571,2352,BANA 277 Web and Social Analytics
571,2352,
571,2352,"Examines how to create value through web, mobile and social media analytics. Topics include: digital and social strategies; web analytics; search analytics; display and mobile advertising; social networks and social influence; social media and sentiment analysis; social media monetization; and crowdsourcing."
571,2352,
571,2352,BANA 298A Business Analytics Capstone Prep
571,2352,
571,2352,"During the Winter quarter teams of up to four students will select the topic for their capstone project, conduct background research, and familiarize themselves with relevant data sets and software."
571,2352,
571,2352,BANA 298B Business Analytics Capstone Project
571,2352,
571,2352,"During the Spring quarter students will do the bulk of their analysis on the capstone project, with two key deliverables due at the end of the quarter: (i) a presentation to MSBA faculty and students, and (ii) a final project report. Prerequisite: BANA 298A."
571,2352,
571,2352,Sample Electives
571,2352,
571,2352,Capstone Project
571,2352,
571,2352,"The Capstone Sponsor provides students an opportunity to work on real-life data science problems with industry partners. During the winter and spring quarters, students will work in teams led by a faculty advisor and the sponsor organization to create valuable collateral that will ultimately be presented to the Merage School faculty and staff, and the host organization."
571,2352,
571,2352,Capstone Sponsor Companies:
571,2352,
571,2352,City of Los Angeles
571,2352,
571,2352,Coca-Cola
571,2352,
571,2352,Competitive Analytics
571,2352,
571,2352,Decision Ready
571,2352,
571,2352,Eaton Aerospace
571,2352,
571,2352,Experian
571,2352,
571,2352,IBM
571,2352,
571,2352,Kaiser Permanente
577,2153,STA 5104 - Advanced Computer Processing of Statistical Data 3 Credit Hours
577,2153,
577,2153,STA 5206 - Statistical Analysis 3 Credit Hours
577,2153,
577,2153,STA 6714 - Data Preparation 3 Credit Hours
577,2153,
577,2153,STA 5703 - Data Mining Methodology I 3 Credit Hours
577,2153,
577,2153,STA 6704 - Data Mining Methodology II 3 Credit Hours
578,2087,Required:
578,2087,
578,2087,Parallel and Distributed Database Systems (COP 5711*)
578,2087,
578,2087,Machine Learning (CAP 5610*)
578,2087,
578,2087,Parallel and Cloud Computation (COP 6526*)
578,2087,
578,2087,Network Science (CNT 5805*)
578,2087,
578,2087,Data Mining Methodology I (STA 5703*)
578,2087,
578,2087,Data Mining Methodology II (STA 6704*)
578,2087,
578,2087,Project in Data Analytics (CAP 6942*)
578,2087,
578,2087,Statistical Analysis (STA 5206*)
578,2087,
578,2087,Electives (must choose 2):
578,2087,
578,2087,Text Mining I (CAP 6307*)
578,2087,
578,2087,Social Media and Network Analysis (CAP 6315*)
578,2087,
578,2087,Computational Analysis of Social Complexity (CAP 6318*)
578,2087,
578,2087,Interactive Data Visualization (CAP 6737*)
578,2087,
578,2087,Data Preparation (STA 6714*)
578,2087,
578,2087,Machine Learning Methods for Biomedical Data (CAP 6545*)
579,596,BANA6043 Statistical Computing (C min)
579,596,
579,596,BANA7038 Data Analysis Methods (C min)
579,596,
579,596,IS6030 Data Management (C min)
579,596,
579,596,IS7034 Data Warehousing and Business Intelligence (C min)
579,596,
579,596,Electives
579,596,
579,596,Students must complete 4 credit hours from the following courses. Substitutions may be made with prior approval of the academic director of the program.
579,596,
579,596,IS7038 Managing Business Intelligence Projects (C min)
579,596,
579,596,IS7032 Database Design (C min)
579,596,
579,596,BANA7047 Data Mining II (C min)
579,596,
579,596,BANA6037 Data Visualization (C min)
579,596,
579,596,BANA7046 Data Mining I (C min)
579,596,
579,596,IS7036 Data Mining for Business Intelligence (C min)
581,2030,Required Core Courses (12 Credits):
581,2030,
581,2030,CSc 74020 Machine Learning: 3 credits
581,2030,
581,2030,CSc 83060 Data Visualization: 3 credits
581,2030,
581,2030,CSc 84030 Big Data Analytics: 3 credits
581,2030,
581,2030,CSc 84040 Data Mining: 3 credits
581,2030,
581,2030,Capstone Project (6 credits)
581,2030,
581,2030,"A 6-credit capstone project—either the master’s research project option (Option 1), the internship option for professional experience (Option 2), guided research and implementation of projects in project-oriented courses."
581,2030,
581,2030,
581,2030,
581,2030,Option 1:
581,2030,
581,2030,CSc 86180 Capstone Project I in Data Science: 3 credits
581,2030,
581,2030,CSc 86190 Capstone Project II in Data Science: 3 credits
581,2030,
581,2030,Option 2:
581,2030,
581,2030,CSc 86210 Capstone Internship in Data Science: 6 credits
581,2030,
581,2030,
581,2030,
581,2030,Elective Courses (12 credits): Choose two courses in each elective area
581,2030,
581,2030,
581,2030,
581,2030,Elective I: Analytics Courses (Choose 6 credits)
581,2030,
581,2030,CSc 72030 Database Management Systems: 3
581,2030,
581,2030,CSc 74040 Natural Language Processing: 3
581,2030,
581,2030,CSc 74010 Artificial Intelligence: 3
581,2030,
581,2030,CSc 86120 Modeling and Simulation: 3
581,2030,
581,2030,CSc 85040 Algorithms for Big Data: 3
581,2030,
581,2030,CSc 80060 Advanced Data Structures: 3
581,2030,
581,2030,CSc 80040 Combinatorial Algorithms: 3
581,2030,
581,2030,CSc 84050 Graphical Models: 3
581,2030,
581,2030,CSc 86130 Stochastic Optimization: 3
581,2030,
581,2030,CSc 86110 Pattern Matching: 3
581,2030,
581,2030,CSc 86140 Graph and Social Network Analysis: 3
581,2030,
581,2030,CSc XXXXX Statistical inference
581,2030,
581,2030,Elective II: Applications Courses (Choose 6 credits)
581,2030,
581,2030,CSc 82040 Social and Cultural Computing: 3
581,2030,
581,2030,CSc 74030 Computer Vision and Image Processing: 3
581,2030,
581,2030,CSc 83040 Text Mining: 3
581,2030,
581,2030,CSc 76010 Parallel Scientific Computing: 3
581,2030,
581,2030,CSc 86010 Massively Parallel Systems (GPUs)
581,2030,
581,2030,CSc 86150 Quickest Detection of Abrupt Changes: 3
581,2030,
581,2030,CSc 84060 3D Photography: 3
581,2030,
581,2030,CSc 84100 Speech and Audio Understanding: 3
581,2030,
581,2030,"CSc 84090 Vision, Brain and Assistive Technologies: 3"
581,2030,
581,2030,CSc 86080 Big Spatial Data: 3
581,2030,
581,2030,CSc 86090 Big Data Management and Analysis: 3
581,2030,
581,2030,CSc 84080 Information Retrieval: 3
581,2030,
581,2030,
581,2030,
581,2030,Total for M.S. in Data Science: 30 credits
581,1073,Data Science Fundamentals
581,1073,
581,1073,Our four core courses give you a solid grounding in data science. They cover:
581,1073,
581,1073,"- Machine learning,"
581,1073,
581,1073,"- Data visualization,"
581,1073,
581,1073,"- Big data analytics, and Data mining."
581,1073,
581,1073,Data Analytics
581,66,- Artificial intelligence
581,66,
581,66,- Database management
581,66,
581,66,- Algorithms for big data
581,66,
581,66,- Social network analysis
581,66,
581,66,- Natural language processing.
581,286,"- 3D photography,"
581,286,
581,286,"- Speech and audio understanding,"
581,286,
581,286,"- Vision, brain, and assistive technologies,"
581,286,
581,286,"- Parallel scientific computing,"
581,286,
581,286,- Big spatial data
581,286,
581,286,- Social and cultural computing
582,1602,It also offers a Capstone Project
582,1221,DSE I1020: Introduction to Data Science
582,1221,
582,1221,DSE I1030: Applied Statistics
582,1221,
582,1221,DSE I2100: Applied Machine Learning and Data Mining
582,1221,
582,1221,DSE I2400: Data Engineering: Infrastructure and Applications
582,1221,
582,1221,DSE I2450: Big Data and Scalable Computation
582,1221,
582,1221,DSE I2700: Visual Analytics
582,1221,
582,1221,Supervised 3-credit Project or 6-credit Thesis Course
582,1222,DSE I9800: Capstone Project 3 credits
582,1222,
582,1222,DSE I9900: Capstone Thesis 6 credits
582,989,Currently approved electives include:
582,989,
582,989,BME I5100: Biomedical Signal Processing and Signal Modeling
582,989,
582,989,BME I5000: Biomedical Imaging
582,989,
582,989,BME I4200: Organ Transport and Pharmacokinetics
582,989,
582,989,ChE I5500: Interfacial Phenomena
582,989,
582,989,ChE I5700: Advanced Materials Engineering
582,989,
582,989,ChE I8900: Nanotechnology
582,989,
582,989,"CE H1200/CE 56600, Engineering Hydrology"
582,989,
582,989,CSc I0600. Advanced Algorithms
582,989,
582,989,CSc I0500: Computer Graphics
582,989,
582,989,CSc I1000: Database Systems I
582,989,
582,989,CSc I1100 Database Systems II
582,989,
582,989,CSc1900. Machine Learning and Data Mining
582,989,
582,989,CSc I4633: Multimedia
582,989,
582,989,CSc I6730 Data Reduction in Physical Sciences
582,989,
582,989,CSc I6716: Computer Vision
582,989,
582,989,CSc I0802 Web-based Geographical Information System (Web-GIS)
582,989,
582,989,CSc IA804: Massively Data Parallel Programming on GPUs
582,989,
582,989,EE I2200: Image Processing
582,989,
582,989,EE I5501: Introduction to Robotics
582,989,
582,989,EE G3300: Advanced Mobile Robotics
582,989,
582,989,EE I6400: Computer-Aided Digital VLSI Design
582,989,
582,989,EE G6530 Biologically Inspired Computation for Engineering Problems
584,1768,MIS 4500 - Management Information Systems
584,1768,
584,1768,MIS 4550 - Analytics Programming
584,1768,
584,1768,MIS 5501 - Database Management Systems
584,1768,
584,1768,MIS 5573 - Business Intelligence
584,1768,
584,1768,MIS 5600 - Data Structures and Big Data Computing
584,1768,
584,1768,MKT 5401 - Marketing Research
584,1768,
584,1768,MKT 5495 - Digital Marketing Analytics
584,1768,
584,1768,STAT 4450 - Foundations of Analytics
584,1768,
584,1768,STAT 4600 - Big Data Statistics I
584,1768,
584,1768,STAT 4650 - Big Data Statistics II
584,1768,
584,1768,
584,1768,
584,1768,Experiential Learning Requirement
584,1768,
584,1768,
584,1768,
584,1768,MIS 5650 - Applied Business Analytics
584,1768,
584,1768,MIS 5920 - MSBA Internship
585,1942,Preliminary Courses (2):
585,1942,
585,1942,Mathematics of Management
585,1942,
585,1942,Introduction to Probability
585,1942,
585,1942,Required Core Courses (9):
585,1942,
585,1942,Introduction to Healthcare Systems
585,1942,
585,1942,Healthcare Leadership Proseminar*
585,1942,
585,1942,Healthcare Accounting and Finance
585,1942,
585,1942,Data Analytics and Business Intelligence
585,1942,
585,1942,Health Informatics
585,1942,
585,1942,Advanced Application of Healthcare Data Analytics (Health Capstone)*
585,1942,
585,1942,Statistical Foundations of Data Analytics
585,1942,
585,1942,Advanced Statistics and Data Visualization
585,1942,
585,1942,Data Architecture
585,1942,
585,1942,Elective Courses (3):
585,1942,
585,1942,Hospital Analytics
585,1942,
585,1942,Payer Analytics
585,1942,
585,1942,Healthcare Operations Research
585,1942,
585,1942,Healthcare CRM
586,1114,"Database Modeling, Design and Implementation"
586,1114,
586,1114,Probability and Statistics for Analytics
586,1114,
586,1114,Data Warehousing
586,1114,
586,1114,Information Visualization
586,1114,
586,1114,Data Mining
586,1114,
586,1114,Applied Machine Learning
586,1114,
586,1114,Elective Courses:
586,1114,
586,1114,"Elective courses are offered in a variety of areas, including but not limited to the following:"
586,1114,
586,1114,Tabular Data Analytics
586,1114,
586,1114,Modeling for Insight
586,1114,
586,1114,Geospatial Systems
586,1114,
586,1114,Computational/Machine Learning
586,1114,
586,1114,Artificial Intelligence
586,1114,
586,1114,Human Computer Interaction
586,1114,
586,1114,Econometrics
586,1114,
586,1114,Digital Signal Processing
586,1114,
586,1114,Design of Experiments and Analysis of Data
586,1114,
586,1114,Pattern Recognition
586,1114,
586,1114,Stochastic Processes for Engineers
586,1114,
586,1114,Strategic Project Management
586,1114,
586,1114,Marketing Research Methods
586,1114,
586,1114,Big Data Processing and Cloud Services
586,1114,
586,1114,Big Data Architecture
589,962,CS601 Foundations of Analytics
589,962,
589,962,CS603 Database Design and Management
589,962,
589,962,GST607 Technical Communication
589,962,
589,962,CS613 Cryptography and Data Security
589,962,
589,962,CS617 Data Analysis and Visualization
589,962,
589,962,CS625 Data Mining
589,962,
589,962,CS631 Statistical Methods
589,962,
589,962,CS637 Time Series and Forecasting
589,962,
589,962,MC626 Ethical Issues
589,962,
589,962,CS697 Capstone
592,550,Artificial intelligence
592,550,
592,550,Computational biology
592,550,
592,550,Human-centered computing
592,550,
592,550,Numerical & scientific computing
592,550,
592,550,Programming languages
592,550,
592,550,Software engineering
592,550,
592,550,Database systems
592,550,
592,550,Systems & networking
592,550,
592,550,Theory of computing
594,2088,REQUIRED/CORE COURSES:
594,2088,
594,2088,CSOR W4246 ALGORITHMS FOR DATA SCIENCE
594,2088,
594,2088,STAT GR5701 PROBABILITY AND STATISTICS
594,2088,
594,2088,COMS W4721 MACHINE LEARNING FOR DATA SCIENCE
594,2088,
594,2088,STAT GR5702 EXPLORATORY DATA ANALYSIS AND VISUALIZATION
597,1842,Optimization Modeling Courses:
597,1842,
597,1842,• ORIE 4140 – Mathematical Modeling of Operational Systems (F 2 cr)
597,1842,
597,1842,• ORIE 4350 – Intro to Game Theory (F 4 cr)
597,1842,
597,1842,• ORIE 5100 – Design of Manufacturing Systems (F 4 cr)
597,1842,
597,1842,• ORIE 5126 – Principles of Supply Chain Management (S 4 cr)
597,1842,
597,1842,• ORIE 5300 – Optimization I (F 4 cr)
597,1842,
597,1842,• ORIE 5310 – Optimization II (S 4 cr)
597,1842,
597,1842,• ORIE 5370 – Optimization Modeling in Finance (S 3 cr)
597,1842,
597,1842,• ORIE 63XX courses (ONLY with Instructor and Advisor Approval)
597,1842,
597,1842,• MATH 3610 – Mathematical Modeling (F 4 cr)
597,1842,
597,1842,• MATH 4260 – Numerical Analysis: Linear & Nonlinear Problems (S 4 cr)
597,1842,
597,1842,• SYSEN 6800 – Computational Optimization (F 4 cr)
597,1842,
597,1842,Stochastic Modeling Courses:
597,1842,
597,1842,• ORIE 4600 – Intro to Financial Engineering (S 3 cr)*
597,1842,
597,1842,• ORIE 4630 – OR Tools for Financial Engineering (F 3 cr)**
597,1842,
597,1842,• ORIE 5100 – Design of Manufacturing Systems (F 4 cr)
597,1842,
597,1842,• ORIE 5126 – Principles of Supply Chain Management (S 4 cr)
597,1842,
597,1842,• ORIE 5130 – Service System Modeling and Design (F 3 cr)
597,1842,
597,1842,• ORIE 5500 – Engineering Prob and Stat II (F 4 cr)*^
597,1842,
597,1842,• ORIE 5510 – Intro to Engineering Stochastic Processes I (S 4 cr)***
597,1842,
