ID,UNIVERSITY,CARNEGIE,DEGREE LEVEL,DEGREE,YEAR STARTED,REMOVE?,URL,CATEGORY,DEGREE RECODED,DATA SCIENCE,DEPARTMENT,DEPARTMENT RECODED,ONLINE,ON CAMPUS,COUNTRY,STATE,CITY,DOCS MADE?,CONTACT EMAIL,CONTACT NAME,ETHICS COURSE,ETHICS REQ,SKILLS,COURSES,MISSION,Notes,,# of COURSES
706,Maryville University,R3,M,M.S. in Applied Statistics and Data Analytics,2014,,https://catalog.maryville.edu/preview_program.php?catoid=11&poid=1650&returnto=735,Math,Applied Statistics,FALSE,College of Arts and Sciences,Computer Science,,,US,MO,St. Louis,T,,,,,T,T,T,,,TRUE
707,Maryville University,R3,M,Master of Science in Business Data Analytics,,,https://online.maryville.edu/online-masters-degrees/business-data-analytics/,Business,Business Analytics,FALSE,Online Programs,Business/Management,,,US,MO,St. Louis,T,,,,,T,T,T,,,TRUE
708,University of Massachusetts Amherst,R1,M,M.S. in Business and Analytics,2017,,https://www.isenberg.umass.edu/programs/masters/ms/business-and-analytics,Business,Business Analytics,FALSE,Isenberg School of Management,Business/Management,,,US,MA,Amherst,T,,,,,F,T,T,,,TRUE
709,University of Massachusetts at Lowell,R2,M,M.S. in Business Analytics,2016,,https://www.uml.edu/MSB/Departments/Operations-Info-Systems/Programs/MSBA.aspx,Business,Business Analytics,FALSE,Manning School of Business,Business/Management,,,US,MA,Lowell,T,,,,,T,T,T,,,TRUE
711,University of Massachusetts Boston,R2,M,M.S. in Business Analytics,2017,,https://business.umb.edu/masters-programs/msba,Business,Business Analytics,FALSE,College of Management,Business/Management,,,US,MA,Boston,T,,,,,T,T,T,,,TRUE
712,University of Massachusetts Dartmouth,R2,M,Master of Science in Data Science,,,https://www.umassd.edu/interdisciplinary/datascience/,Data,Data Science,TRUE,Interdisciplinary Programs,Interdisciplinary,,,US,MA,Dartmouth,T,,,,,T,T,T,,,TRUE
713,Massachusetts Institute of Technology,R1,M,Master of Business Analytics,2016,,https://mitsloan.mit.edu/master-of-business-analytics,Business,Business Analytics,FALSE,Sloan School of Management,Business/Management,,,US,MA,Cambridge,T,,,,,F,T,T,,,TRUE
715,University of Memphis,R2,C,Graduate Certificate in Data Science,,,https://www.memphis.edu/cs/programs/grad_cert_data_science.php,Data,Data Science,TRUE,Department of Computer Science,Computer Science,,,US,TN,Memphis,T,,,,,T,T,T,,,TRUE
716,Mercyhurst University,M2,M,M.S. in Data Science,2015,,https://www.mercyhurst.edu/academics/grad/data-science,Data,Data Science,TRUE,Ridge College of Intelligence Studies and Applied Sciences,Other,,,US,PA,Erie,T,,,,,T,T,T,,,TRUE
717,Merrimack College,M1,M,M.S. in Business Analytics,2017,,http://catalog.merrimack.edu/preview_program.php?catoid=6&poid=661,Business,Business Analytics,FALSE,Girard School of Business,Business/Management,,,US,MA,North Andover,T,,,,,T,T,T,,,FALSE
718,Merrimack College,M1,M,Master of Science in Data Science,2017,,https://www.merrimack.edu/live/news/3689-new-ms-degree-in-data-science,Data,Data Science,TRUE,School of Science and Engineering & Girard School of Business,Interdisciplinary,,,US,MA,North Andover,T,,,,,T,T,T,,,FALSE
720,University of Michigan-Ann Arbor,R1,M,"Master of Science in Information – Data Science, Data Analytics, or Computational Social Science",,,https://www.si.umich.edu/programs/master-science-information,Data,Data Science,TRUE,School of Information,Information,,,US,MI,Ann Arbor,T,,,,,T,T,T,,,FALSE
722,Michigan Technological University,R2,C,Certificate in Data Science,,,https://www.mtu.edu/data-science/programs/certificate/,Data,Data Science,TRUE,Data Science Department,Data Science,,,US,MI,Houghton,T,,,,,T,T,T,,,TRUE
723,Michigan Technological University,R2,M,M.S. in Data Science,2015,,https://www.mtu.edu/data-science/programs/masters/,Data,Data Science,TRUE,Data Science Department,Data Science,,,US,MI,Houghton,T,,,,,T,T,T,,,TRUE
724,University of Minnesota,R1,M,Master of Science in Data Science,2015,,https://datascience.umn.edu/,Data,Data Science,TRUE,"College of Science & Engineering, College of Liberal Arts, School of Public Health",Interdisciplinary,,,US,MN,Minneapolis,T,,,,,T,T,T,,,TRUE
725,University of Minnesota,R1,C,Post-Baccalaureate Certificate in Data Science,,,https://datascience.umn.edu/admissions/certificate,Data,Data Science,TRUE,"College of Science & Engineering, College of Liberal Arts, School of Public Health",Interdisciplinary,,,US,MN,Minneapolis,T,,,,,T,T,T,,,TRUE
726,University of Mississippi Medical Center,R1,D,Doctor of Philosophy in Data Science,,,https://www.umc.edu/SoPH/Departments-and-Faculty/Data-Science/Department-of-Data-Science-Home.html,Data,Data Science,TRUE,Department of Data Science,Data Science,,,US,MS,Jackson,T,,,,,T,T,T,,,TRUE
727,University of Mississippi Medical Center,R1,M,Master of Science in Data Science,,,https://www.umc.edu/SoPH/Departments-and-Faculty/Data-Science/Department-of-Data-Science-Home.html,Data,Data Science,TRUE,Department of Data Science,Data Science,,,US,MS,Jackson,T,,,,,T,T,T,,,TRUE
729,Missouri University of Science & Technology,R2,C,Graduate Certificate in Big Data Management and Analytics,,,https://distance.mst.edu,Data,Data Analytics,FALSE,Distance Education,Computer Science,,,US,MO,Rolla,T,,,,,T,T,T,,,TRUE
731,University of Montana,R2,M,M.S. in Business Analytics,2016,,https://www.business.umt.edu/programs/graduate/msba-program/default.php,Business,Business Analytics,FALSE,School of Business Administration,Business/Management,,,US,MT,Missoula,T,,,,,T,T,T,,,TRUE
732,Montclair State University,R2,M,M.S. in Business Analytics,2018,,https://business.montclair.edu/programs/graduate-programs/ms-in-business-analytics,Business,Business Analytics,FALSE,Feliciano School of Business,Business/Management,,,US,NJ,Montclair,T,,,,,F,T,T,,,TRUE
734,University of Nebraska Omaha,R2,M,Master of Science in Mathematics- Data Science,,,https://www.unomaha.edu/college-of-arts-and-sciences/mathematics/community-engagement/data-science.php,Math,Data Science,TRUE,College of Arts & Sciences Department of Mathematics,Mathematics/Statistics,,,US,NE,Omaha,T,,,,,T,T,T,,,TRUE
735,University of Nebraska Omaha,R2,C,Graduate Certificate in Data Analytics,,,https://catalog.unomaha.edu/graduate/degree-programs-certificates-minors/management-information-systems/data-analytics-certificate/,Data,Data Analytics,FALSE,College of Information Science & Technology Department of Information Systems and Quantitative Analysis,Information,,,US,NE,Omaha,T,,,,,F,T,T,,,TRUE
736,University of Nebraska–Lincoln,R1,M,M.S. in Business Analytics,2018,,https://business.unl.edu/online/ms-business-analytics/,Business,Business Analytics,FALSE,College of Business,Business/Management,,,US,NE,Lincoln,T,,,,,T,T,T,,,TRUE
737,University of Nevada Las Vegas,R1,C,Graduate Certificate in Data Analytics,,,https://www.unlv.edu/certificate/data-analytics,Data,Data Analytics,FALSE,Lee Business School,Business/Management,,,US,NV,Las Vegas,T,,,,,T,T,T,,,TRUE
738,University of Nevada Las Vegas,R1,M,Master of Science-Data Analytics & Applied Economics,,,https://www.unlv.edu/degree/ms-data-analytics-applied-economics,Business,Data Analytics,FALSE,Lee Business School,Business/Management,,,US,NV,Las Vegas,T,,,,,T,T,T,,,TRUE
739,University of Nevada Reno,R1,D,Doctor of Philosophy in Statistics and Data Science,,,https://www.unr.edu/degrees/statistics-and-data-science/phd,Math,Data Science,TRUE,Department of Mathematics,Mathematics/Statistics,,,US,NV,Reno,T,,,,,T,T,T,,,TRUE
740,New England College,M1,M,Executive MS in Data Analytics,2016,,https://www.nec.edu/academics/graduate-programs/data-analytics-executive/,Business,Data Analytics,FALSE,Management and Business,Business/Management,,,US,NH,Henniker,T,,,,,T,T,T,,,FALSE
741,University of New Hampshire,R1,M,M.S. in Analytics,2015,,https://gradschool.unh.edu/analytics,Data,Other,FALSE,The Graduate School,Computer Science,,,US,NH,Durham,T,,,,,T,T,T,,,TRUE
742,University of New Hampshire,R1,C,Graduate Certificate in Data Science,,,https://gradschool.unh.edu/analytics,Data,Data Science,TRUE,Analytics & Data Science,Data Science,,,US,NH,Durham,T,,,,,T,T,T,,,TRUE
744,New Jersey City University,M1,M,Master of Science in Business Analytics and Data Science,2017,,https://www.njcu.edu/admissions-aid/graduate-admissions/graduate-degrees/business-analytics-and-data-science-ms,Business,Business Analytics,TRUE,Department of Business,Business/Management,,,US,NJ,Jersey City,T,,,,,T,T,T,,,TRUE
745,New Jersey Institute of Technology,R1,M,M.S. in Data Science,2017,,https://www.njit.edu/academics/degree/ms-data-science,Data,Data Science,TRUE,Wu College of Computing,Computer Science,,,US,NJ,Newark,T,,,,,T,F,T,,,TRUE
746,University of New Mexico,R1,M,Master of Science in Information Systems & Assurance – Data Analytics (Big Data),,,https://msisa.mgt.unm.edu/areas-of-study/data-analytics.asp,Data,Data Analytics,FALSE,Anderson School of Management,Business/Management,,,US,NM,Albuquerque,T,,,,,F,T,T,,,TRUE
747,New York University,R1,D,Doctor of Philosophy in Data Science,,,https://cds.nyu.edu/phd-admissions-req/,Data,Data Science,TRUE,Center for Data Science,Data Science,,,US,NY,New York,T,,,,,F,T,T,,,FALSE
748,New York University,R1,M,M.S. in Data Analytics and Business Computing,2018,,https://stern.shanghai.nyu.edu/en/programs/ms-in-data-analytics-business-computing,Business,Data Analytics,FALSE,Stern School of Business (NYC and Shanghai campuses),Business/Management,,,US,NY,New York,T,,,,,T,T,T,,,TRUE
750,North Carolina State University,R1,C,Certificate in Data Science Foundations,,,https://www.csc.ncsu.edu/academics/graduate/degrees/dsf.php,Data,Data Science,TRUE,Computer Science,Computer Science,,,US,NC,Raleigh,T,,,,,F,T,T,,,TRUE
751,North Carolina State University,R1,M,Master of Science in Computer Science-Data Science,,,https://www.csc.ncsu.edu/academics/graduate/degrees/ds.php,Data,Data Science,TRUE,Computer Science,Computer Science,,,US,NC,Raleigh,T,,,,,T,T,T,,,TRUE
753,University of North Texas,R1,M,Master of Science in Data Science,2017,,https://informationscience.unt.edu/ms-data-science,Data,Data Science,TRUE,Department of Information Science,Information,,,US,TX,Denton,T,,,,,T,T,T,,,TRUE
754,Northeastern University,R1,M,Master of Professional Studies in Analytics,2016,,https://www.northeastern.edu/graduate/program/master-of-professional-studies-in-analytics-boston-14859/,Data,Data Analytics,FALSE,College of Professional Studies,Other,,,US,MA,Boston,T,,,,,T,T,T,,,FALSE
755,Northeastern University,R1,C,Graduate Certificate in Data Analytics Engineering,,,https://www.northeastern.edu/graduate/program/graduate-certificate-in-data-analytics-engineering-16966/,Data,Data Analytics,FALSE,College of Engineering,Engineering (general),,,US,MA,Boston,T,,,,,T,T,T,,,TRUE
756,Northeastern University,R1,C,Graduate Certificate in Data Analytics,,,https://www.northeastern.edu/graduate/program/graduate-certificate-in-data-analytics-online-5241/,Data,Data Analytics,FALSE,Khoury College of Computer Sciences,Computer Science,,,US,MA,Boston,T,,,,,T,T,T,,,TRUE
758,Northeastern University,R1,M,M.S. in Data Science,2016,,https://www.khoury.northeastern.edu/program/data-science-ms/,Data,Data Science,TRUE,College of Computer and Information Science,Interdisciplinary,,,US,MA,Boston,T,,,,,T,T,T,,,TRUE
766,Nova Southeastern University,R2,M,Master of Science in Computer Science- Data Science,,,https://computing.nova.edu/masters/documents/ms-com-sci.pdf,Data,Data Science,TRUE,College of Engineering & Computing,Computer Science,,,US,FL,Fort Lauderdale,T,,,,,T,T,T,,,TRUE
769,Ohio State University,R1,M,Master of Accounting with Data and Analytics,,,https://fisher.osu.edu/graduate/macc/fisher-macc-difference,Business,Data Analytics,FALSE,Max M. Fisher College of Business,Business/Management,,,US,OH,Columbus,T,,,,,T,T,T,,,TRUE
770,Ohio State University,R1,M,Specialized Masters in Business Analytics,2018,,https://fisher.osu.edu/graduate/smb-a,Business,Business Analytics,FALSE,Fisher College of Business,Business/Management,,,US,OH,Columbus,T,,,,,T,T,T,,,TRUE
771,Oklahoma State University,R1,M,M.S. in Business Analytics,2016,,https://business.okstate.edu/analytics/index.html,Business,Business Analytics,FALSE,Spears School of Business,Business/Management,,,US,OK,Stillwater,T,,,,,T,T,T,,,TRUE
773,Oklahoma State University,R1,C,"Graduate Certificate in Business Data Mining-Data Mining, Predictive Analytics, or Marketing Data Science",,,https://business.okstate.edu/analytics/certificate/grad-data-mining/,Business,Business Analytics,TRUE,Spears School of Business,Business/Management,,,US,OK,Stillwater,T,,,,,F,T,T,,,TRUE
775,Oregon State University,R1,C,Graduate Certificate in Data Analytics,,,https://ecampus.oregonstate.edu/online-degrees/graduate/data-analytics/,Data,Data Analytics,FALSE,College of Science & Department of Statistics,Mathematics/Statistics,,,US,OR,Corvallis,T,,,,,T,T,T,,,TRUE
776,Oregon State University,R1,M,Master of Science in Data Analytics,2016,,https://ecampus.oregonstate.edu/online-degrees/graduate/data-analytics/,Data,Data Analytics,FALSE,College of Science & Department of Statistics,Mathematics/Statistics,,,US,OR,Corvallis,T,,,,,T,T,T,,,TRUE
782,Pennsylvania State University - Great Valley,M1,C,Graduate Certificate in Data Analytics,,,https://greatvalley.psu.edu/academics/graduate-certificates/data-analytics,Data,Data Analytics,FALSE,Engineering & Technology Division,Engineering (general),,,US,PA,Devault,T,,,,,F,T,T,,,TRUE
783,Pepperdine University,R3,M,M.S. in Applied Analytics,2016,,https://bschool.pepperdine.edu/masters-degree/business-analytics/,Business,Other,FALSE,Graziadio School of Business and Management,Business/Management,,,US,CA,Malibu,T,,,,,T,T,T,,,TRUE
790,Robert Morris University,R3,M,Master of Science in Data Analytics,,,https://sentry.rmu.edu/OnTheMove/wpmajdegr.major_desc?iCalledBy=WPMAJDEGR&idegree=MS&imajor=DTAN&ischool=G,Data,Data Analytics,FALSE,Computer & Information Systems,Computer Science,,,US,PA,Moon Township,T,,,,,T,T,T,,,TRUE
791,Rochester Institute of Technology,R2,M,Master of Science in Data Science,,,https://www.rit.edu/study/data-science-ms,Data,Data Science,TRUE,College of Computing & Information Sciences,Computer Science,,,US,NY,Rochester,T,,,,,F,T,T,,,TRUE
792,Rochester Institute of Technology,R2,C,Advanced Certificate in Big Data Analytics,,,https://www.rit.edu/study/big-data-analytics-adv-cert,Data,Data Analytics,FALSE,College of Computing & Information Sciences,Computer Science,,,US,NY,Rochester,T,,,,,F,T,T,,,TRUE
793,Rochester Institute of Technology,R2,M,M.S. in Business Analytics,2018,,https://saunders.rit.edu/graduate/programs/master-business-analytics,Business,Business Analytics,FALSE,Saunders College of Business,Business/Management,,,US,NY,Rochester,T,,,,,T,T,T,,,TRUE
798,Rowan University,R2,M,M.S. in Data Analytics,2016,,https://csm.rowan.edu/departments/da/programs/ms/index.html,Data,Data Analytics,FALSE,College of Science and Mathematics,Mathematics/Statistics,,,US,NJ,Glassboro,T,,,,,T,T,T,,,TRUE
800,Rutgers University,R1,M,M.S. in Data Science,2016,,https://www.cs.rutgers.edu/academics/graduate/masters-program-in-data-science-msds,Data,Data Science,TRUE,Department of Computer Science,Computer Science,,,US,NJ,New Brunswick,T,,,,,T,T,T,,,TRUE
802,Rutgers University,R2,M,Master of Information Technology and Analytics,2017,,https://www.business.rutgers.edu/information-technology-analytics,Business,Other,FALSE,Rutgers Business School—Newark,Business/Management,,,US,NJ,New Brunswick,T,,,,,T,T,T,,,TRUE
804,Rutgers University,R2,M,Discovery Informatics & Data Sciences,,,https://mbs.rutgers.edu/program/analytics-discovery-informatics-data-sciences-online,Data,Data Science,TRUE,Arts and Sciences - Computer Science Department ,Computer Science,,,US,NJ,New Brunswick,T,,,,,T,T,T,,,TRUE
805,Sacred Heart University,R3,C,Graduate Certificate in Big Data Analytics,,,https://www.sacredheart.edu/majors--programs/business-analytics---graduate-certificate/,Data,Data Analytics,FALSE,Jack Welch College of Business and College of Arts and Sciences,Interdisciplinary,,,US,CT,Fairfield,T,,,,,T,T,T,,,FALSE
806,Saint Louis University,R2,M,M.S. in Applied Analytics,2014,,https://catalog.slu.edu/colleges-schools/professional-studies/applied-analytics-ms/,Data,Other,FALSE,School for Professional Studies,Interdisciplinary,,,US,MO,Saint Louis,T,,,,,T,T,T,,,TRUE
807,"
Saint Mary's college of California",M1,M,M.S. in Business Analytics,2015,,https://www.stmarys-ca.edu/ms-in-business-analytics,Business,Business Analytics,FALSE,School of Economics and Business Administration,Business/Management,,,US,CA,Moraga,T,,,,,T,T,T,,,TRUE
808,University of San Diego,R2,M,M.S. in Business Analytics,2019,,https://www.sandiego.edu/business/graduate/ms-business-analytics/,Business,Business Analytics,FALSE,School of Business,Business/Management,,,US,CA,San Diego,T,,,,,T,T,T,,,TRUE
809,San Francisco State University,M1,M,M.S. in Business Analytics,2018,,https://cob.sfsu.edu/graduate-programs/business-analytics,Business,Business Analytics,FALSE,College of Business,Business/Management,,,US,CA,San Francisco,T,,,,,F,T,F,,,TRUE
810,Santa Clara University,R3,M,M.S. in Business Analytics,2016,,https://www.scu.edu/business/ms-business-analytics/,Business,Business Analytics,FALSE,Leavey School of Business,Business/Management,,,US,CA,Santa Clara,T,,,,,T,T,T,,,TRUE
811,Seattle University,R3,M,M.S. in Business Analytics,2016,,https://www.seattleu.edu/business/ms-business-analytics/,Business,Business Analytics,FALSE,Albers School of Business and Economics,Business/Management,,,US,WA,Seattle,T,,,,,T,T,T,,,TRUE
812,Seattle Pacific University,R3,C,Certificate in Data Analytics,,,https://spu.edu/academics/school-of-business-and-economics/professional-education/Data-Analytics-certificate,Data,Data Analytics,FALSE,School of Business & Economics,Business/Management,,,US,WA,Seattle,T,,,,,T,T,T,,,TRUE
813,Seton Hall University,R2,C,Graduate Certificate in Data Visualization & Analysis,,,https://www.shu.edu/academics/graduate-certificate-data-visualization-analysis.cfm,Communication,Data Analytics,FALSE,College of Arts & Sciences,Computer Science,,,US,NJ,South Orange,T,,,,,T,T,T,,,TRUE
816,Slippery Rock University,M1,M,M.S. in Data Analytics,2015,,https://www.sru.edu/academics/graduate-programs/data-analytics-master-of-science,Data,Data Analytics,FALSE,"Slippery Rock University,College of Health,Environment,and Science",Health Informatics,,,US,PA,Slippery Rock,T,,,,,T,T,T,,,TRUE
818,South Dakota State University,R2,C,Certificate in Data Science,,,https://www.sdstate.edu/mathematics-statistics/data-science-certificate,Data,Data Science,TRUE,Department of Mathematics & Statistics,Mathematics/Statistics,,,US,SD,Brookings,T,,,,,F,T,T,,,TRUE
819,University of South Florida,R1,M,M.S. in Business Analytics / Information Systems,2017,,https://www.usf.edu/business/graduate/masters/bais/,Business,Business Analytics,FALSE,Muma College of Business,Business/Management,,,US,FL,Tampa,T,,,,,F,T,T,,,TRUE
820,University of South Florida-St. Petersburg,M1,C,Graduate Certificate in Data Analysis,,,https://www.usfsp.edu/academics/graduate-certificates/#toggle-id-8,Data,Data Analytics,FALSE,College of Arts and Sciences,Computer Science,,,US,FL,St. Petersburg,T,,,,,T,T,T,,,TRUE
823,Southern Arkansas University,M1,M,Master of Science in Computer and Information Science – Data Science,,,https://web.saumag.edu/academics/program/master-science-computer-information-science-data-science-option/,Data,Data Science,TRUE,Department of Mathematics and Computer Science,Mathematics/Statistics,,,US,AK,Magnolia,T,,,,,T,T,T,,,TRUE
825,University of Southern California,R1,M,M.S. in Analytics,2017,,https://viterbigradadmission.usc.edu/programs/masters/msprograms/data-science/ms-applied-data-science/,Data,Data Analytics,FALSE,Viterbi School of Engineering,Engineering (general),,,US,CA,Los Angeles,T,,,,,T,T,T,,,FALSE
826,University of Southern California,R1,D,Doctor of Philosophy in Data Science and Operations,,,https://www.marshall.usc.edu/programs/phd-program/departments/data-sciences-and-operations,Data,Data Science,TRUE,Marshall School of Business,Business/Management,,,US,CA,Los Angeles,T,,,,,T,T,T,,,TRUE
827,University of Southern Maine,M1,C,Certificate of Graduate Study in Data Science,,,https://usm.maine.edu/math/certificate-graduate-study-data-science,Data,Data Science,TRUE,Department of Mathematics & Statistics,Mathematics/Statistics,,,US,ME,Portland,T,,,,,T,T,T,,,TRUE
828,University of Southern Maine,M1,M,Master of Science in Statistics- Data Science,,,https://usm.maine.edu/math/ms-statistics,Math,Data Science,TRUE,Department of Mathematics & Statistics,Mathematics/Statistics,,,US,ME,Portland,T,,,,,T,T,T,,,TRUE
829,Southern Methodist University,R2,M,M.S. in Business Analytics,2014,,https://www.smu.edu/cox/Degrees-and-Programs/MS-in-Business-Analytics,Business,Business Analytics,FALSE,Cox School of Business,Business/Management,,,US,TX,Dallas,T,,,,,F,T,T,,,TRUE
830,St. Cloud State University,M1,C,Graduate Certificate in Data Analytics,,,https://www.stcloudstate.edu/graduate/data-analytics-cert/default.aspx,Data,Data Analytics,FALSE,Department of Economics,Business/Management,,,US,MN,Saint Cloud,T,,,,,T,T,T,,,TRUE
831,St. John Fisher University,R3,M,Master of Science in Applied Data Science,,,https://catalog.sjfc.edu/2018-2019/programs/graduate/school-of-arts-and-sciences-graduate/applied-data-science/,Data,Data Science,TRUE,Graduate Programs,Other,,,US,NY,Rochester,T,,,,,T,T,T,,,FALSE
832,University of St. Thomas,R3,C,Graduate Certificate in Big Data,,,https://www.stthomas.edu/gradsoftware/programs/gradcerts/cbd/,Data,Data Analytics,FALSE,School of Engineering,Engineering (general),,,US,MN,Saint Paul,T,,,,,F,T,T,,,TRUE
833,University of St. Thomas,R3,M,M.S. in Business Analytics,2016,,https://business.stthomas.edu/degrees-programs/specialized-masters/ms-business-analytics/index.html,Business,Business Analytics,FALSE,"University of St. Thomas,Minnesota,Opus College of Business",Business/Management,,,US,MN,Saint Paul,T,,,,,T,T,T,,,TRUE
834,St. Thomas University,M1,M,Master of Science in Big Data Analytics,,,https://www.stu.edu/science/Programs/MS-Big-Data-Analytics/,Data,Data Analytics,FALSE,School of Science,Computer Science,,,US,FL,Miami Gardens,T,,,,,T,T,T,,,TRUE
835,Stanford University,R1,M,Master of Science in Computational and Mathematical Engineering- Data Science,,,https://icme.stanford.edu/academics/degree-programs,Data,Data Science,TRUE,Institute for Computational and Mathematical Engineering,Engineering (general),,,US,CA,Stanford,T,,,,,T,T,T,,,TRUE
836,State University of New York at Plattsburgh,M2,M,M.S. in Data Analytics,2018,,https://www.plattsburgh.edu/programs/data-analytics-masters.html,Data,Data Analytics,FALSE,School of Business & Economics,Business/Management,,,US,NY,Plattsburgh,T,,,,,T,T,T,,,TRUE
837,Stevens Institute of Technology,R2,C,Graduate Certificate in Data Exploration & Visualization,,,https://www.stevens.edu/school-systems-enterprises/graduate-certificates/data-exploration-and-visualization,Communication,Other,FALSE,Schaefer School of Engineering & Science,Engineering (general),,,US,NJ,Hoboken,T,,,,,T,T,T,,,TRUE
838,Stockton University,M1,C,Certificate of Graduate Study in Data Science,,,https://stockton.edu/graduate/data-science_strategic-analytics.html,Data,Data Science,TRUE,Graduate Studies,Other,,,US,NJ,Galloway,T,,,,,T,T,T,,,TRUE
839,Stockton University,M1,M,M.S. in Data Science and Strategic Analytics,2017,,https://stockton.edu/graduate/data-science_strategic-analytics.html,Data,Data Science,TRUE,School of Natural Sciences and Mathematics,Mathematics/Statistics,,,US,NJ,Galloway,T,,,,,T,T,T,,,TRUE
840,Suffolk University Boston,M1,M,M.S. in Business Analytics,2017,,https://www.suffolk.edu/business/degrees-programs/big-data-business-analytics/graduate/master-of-science-in-business-analytics-msba,Business,Business Analytics,FALSE,Sawyer Business School,Business/Management,,,US,MA,Boston,T,,,,,T,T,T,,,TRUE
841,University at Albany,R1,M,Master of Science in Data Science,,,https://www.albany.edu/graduate/data-science-ms-degree.php,Data,Data Science,TRUE,Mathematics & Statistics,Mathematics/Statistics,,,US,NY,Albany,T,,,,,T,T,T,,,TRUE
842,University at Buffalo,R1,D,Doctor of Philosophy in Computational and Data Enabled Sciences,,,http://grad.buffalo.edu/programs/computational-data-enabled-sciences-phd.html,Data,Data Science,FALSE,School of Engineering & Applied Sciences,Engineering (general),,,US,NY,Buffalo,T,,,,,T,T,T,,,TRUE
843,Syracuse University,R1,M,M.S. in Applied Data Science,2017,,https://ischool.syr.edu/academics/graduate/masters-degrees/ms-in-applied-data-science/,Data,Data Science,TRUE,School of Information Studies,Information,,,US,NY,Syracuse,T,,,,,T,T,T,,,TRUE
844,Syracuse University,R1,M,M.S. in Business Analytics,2016,,https://onlinebusiness.syr.edu/business-analytics/,Business,Business Analytics,FALSE,Whitman School of Management,Business/Management,,,US,NY,Syracuse,T,,,,,T,T,T,,,TRUE
847,Temple University,R1,C,Certificate in Data Science: Computational Analytics,,,https://bulletin.temple.edu/undergraduate/science-technology/computer-information-science/data-science-computational-analytics-certificate/,Data,Data Science,TRUE,College of Science & Technology,Computer Science,,,US,PA,Philadelphia,T,,,,,T,T,T,,,TRUE
848,Temple University,R1,M,M.S. in Computational Data Science,2017,,https://bulletin.temple.edu/graduate/scd/cst/computational-data-science-ms/,Data,Data Science,TRUE,College of Science and Technology,Computer Science,,,US,PA,Philadelphia,T,,,,,T,T,T,,,TRUE
849,Temple University,R1,M,M.S. in Business Analytics,2016,,https://www.temple.edu/academics/degree-programs/business-analytics-ms-bu-busa-ms,Business,Business Analytics,FALSE,Fox School of Business and Management,Business/Management,,,US,PA,Philadelphia,T,,,,,F,T,T,,,TRUE
850,University of Tennessee at Knoxville,R1,D,Doctor of Philosophy in Data Science and Engineering,,,https://bredesencenter.utk.edu/the-data-science-and-engineering-phd/,Data,Data Science,TRUE,Bredesen Center for Interdisciplinary Research and Graduate Education,Interdisciplinary,,,US,TN,Knoxville,T,,,,,T,T,T,,,FALSE
851,University of Tennessee Health Science Center,NA,M,Master of Science in Epidemiology – Data Science,,,https://www.uthsc.edu/preventive-medicine/epidemiology/masters-data.php,Bio,Data Science,TRUE,Department of Preventive Medicine,Health Informatics,,,US,TN,Memphis,T,,,,,T,T,T,,,TRUE
852,University of Tennessee at Chattanooga,R3,M,Master of Science in Computer Science-Data Science,,,https://www.utc.edu/college-engineering-computer-science/programs/computer-science-engineering/grad/data-science.php,Data,Data Science,TRUE,Computer Science & Engineering,Computer Science,,,US,TN,Chattanooga,T,,,,,F,T,T,,,TRUE
853,University of Texas at Arlington,R1,M,M.S. in Business Analytics,2015,,https://wweb.uta.edu/insyopma/bamaster.html,Business,Business Analytics,FALSE,College of Business,Business/Management,,,US,TX,Arlington,T,,,,,T,T,T,,,TRUE
855,University of Texas at Dallas,R1,M,Master of Science in Computer Science – Data Science,,,http://cs.utdallas.edu/wp-content/uploads/2017/06/MS-in-Computer-Science-2017.pdf,Data,Data Science,TRUE,Department of Computer Science,Computer Science,,,US,TX,Dallas,T,,,,,T,T,T,,,TRUE
856,University of Texas at Dallas,R1,M,M.S. in Business Analytics,2014,,https://jindal.utdallas.edu/information-systems/ms-business-analytics/,Business,Business Analytics,FALSE,Jindal School of Management,Business/Management,,,US,TX,Dallas,T,,,,,T,T,T,,,TRUE
857,University of Texas at Dallas,R1,M,Master of Science in Social Data Analytics and Research,,,https://www.utdallas.edu/academics/fact-sheets/epps/ms-social-data-analytics-and-research/?d=1809,Social,Data Analytics,FALSE,"School of Economic, Political and Policy Sciences",Other,,,US,TX,Dallas,T,,,,,T,T,T,,,TRUE
859,University of Texas El Paso,R1,C,Certificate in Big Data Analysis,,,https://www.utep.edu/science/math/academic-programs/certificates/big-data.html,Data,Data Analytics,FALSE,College of Science,Computer Science,,,US,TX,El Paso,T,,,,,T,T,T,,,TRUE
861,University of Texas Health Science Center,SF,D,Doctor of Philosophy in Biostatistics – Data Science,,,https://sph.uth.edu/divisions/biostatistics/New_Data_Science_Education_Programs,Bio,Data Science,TRUE,Biostatistics and Data Science,Health Informatics,,,US,TX,Houston,T,,,,,T,T,T,,,TRUE
862,University of Texas Health Science Center,SF,M,Master of Science in Biostatistics- Data Science,,,https://sph.uth.edu/divisions/biostatistics/New_Data_Science_Education_Programs,Bio,Data Science,TRUE,Biostatistics and Data Science,Health Informatics,,,US,TX,Houston,T,,,,,F,F,F,,,TRUE
